Time, Distance, CarPositionX, CarPositionY, CarPositionZ, Speed
0, 67.34563, -17.05, -0.003920317, 88.44, 0.705657
0.02, 67.34561, -17.05, -0.01105732, 88.44, 1.28466
0.1091884, 67.3455, -17.05001, -0.06197244, 88.43999, 2.055138
0.170155, 67.34529, -17.05003, -0.08133501, 88.43998, 1.143336
0.217561, 67.34516, -17.05004, -0.07405484, 88.43996, 0.5528557
0.2618276, 67.34549, -17.04997, -0.05381989, 88.43998, 1.645625
0.3165501, 67.34593, -17.04989, -0.04717046, 88.44002, 0.4374818
0.3778428, 67.34626, -17.04986, -0.05186999, 88.44005, 0.276035
0.4388796, 67.34586, -17.0499, -0.06137371, 88.44003, 0.5605429
0.4879844, 67.34515, -17.04994, -0.06331354, 88.43999, 0.1422813
0.5319745, 67.34501, -17.04995, -0.06062704, 88.43997, 0.219859
0.5762546, 67.34527, -17.04994, -0.05748206, 88.43997, 0.2556911
0.6216296, 67.34592, -17.04989, -0.05570453, 88.44, 0.1410947
0.6680476, 67.34618, -17.04987, -0.05665976, 88.44002, 0.07411787
0.7115717, 67.34618, -17.04985, -0.05817235, 88.44002, 0.1251152
0.7540393, 67.34595, -17.04985, -0.05920762, 88.44, 0.08777075
0.795861, 67.34563, -17.04985, -0.05934954, 88.43999, 0.01223506
0.837297, 67.34542, -17.04985, -0.05882597, 88.43998, 0.04550854
0.8801534, 67.34545, -17.04986, -0.0579164, 88.43998, 0.07640646
0.9223482, 67.34566, -17.04986, -0.05773193, 88.43998, 0.01573926
0.9634054, 67.34583, -17.04986, -0.0578928, 88.43998, 0.01410971
1.005277, 67.34583, -17.04986, -0.0578928, 88.43998, 0
1.047073, 67.34583, -17.04986, -0.0578928, 88.43998, 0
1.08878, 67.34583, -17.04986, -0.0578928, 88.43998, 0
1.1344, 67.34583, -17.04986, -0.0578928, 88.43998, 0
1.177258, 67.34583, -17.04986, -0.0578928, 88.43998, 0
1.217999, 67.34583, -17.04986, -0.0578928, 88.43998, 0
1.258546, 67.34583, -17.04986, -0.0578928, 88.43998, 0
1.305083, 67.34583, -17.04986, -0.0578928, 88.43998, 0
1.349119, 67.34583, -17.04986, -0.0578928, 88.43998, 0
1.393592, 67.34583, -17.04986, -0.0578928, 88.43998, 0
1.434484, 67.34583, -17.04986, -0.0578928, 88.43998, 0
1.476831, 67.34583, -17.04986, -0.0578928, 88.43998, 0
1.520123, 67.34583, -17.04986, -0.0578928, 88.43998, 0
1.567163, 67.34583, -17.04986, -0.0578928, 88.43998, 0
1.608585, 67.34583, -17.04986, -0.0578928, 88.43998, 0
1.650253, 67.34583, -17.04986, -0.0578928, 88.43998, 0
1.691258, 67.34583, -17.04986, -0.0578928, 88.43998, 0
1.736423, 67.34583, -17.04986, -0.0578928, 88.43998, 0
1.777847, 67.34583, -17.04986, -0.0578928, 88.43998, 0
1.825868, 67.34583, -17.04986, -0.0578928, 88.43998, 0
1.866912, 67.34583, -17.04986, -0.0578928, 88.43998, 0
1.912064, 67.34583, -17.04986, -0.0578928, 88.43998, 0
1.956533, 67.34583, -17.04986, -0.0578928, 88.43998, 0
1.994685, 67.34583, -17.04986, -0.0578928, 88.43998, 0
2.033926, 67.34583, -17.04986, -0.0578928, 88.43998, 0
2.072086, 67.34583, -17.04986, -0.0578928, 88.43998, 0
2.123735, 67.34583, -17.04986, -0.0578928, 88.43998, 0
2.177916, 67.34583, -17.04986, -0.0578928, 88.43998, 0
2.234939, 67.34583, -17.04986, -0.0578928, 88.43998, 0
2.27909, 67.34583, -17.04986, -0.0578928, 88.43998, 0
2.323451, 67.34583, -17.04986, -0.0578928, 88.43998, 0
2.369668, 67.34583, -17.04986, -0.0578928, 88.43998, 0
2.421978, 67.34583, -17.04986, -0.0578928, 88.43998, 0
2.474827, 67.34583, -17.04986, -0.0578928, 88.43998, 0
2.54639, 67.34583, -17.04986, -0.0578928, 88.43998, 0
2.599891, 67.34583, -17.04986, -0.0578928, 88.43998, 0
2.658776, 67.34583, -17.04986, -0.0578928, 88.43998, 0
2.710243, 67.34583, -17.04986, -0.0578928, 88.43998, 0
