Time, Distance, CarPositionX, CarPositionY, CarPositionZ, Speed
0, 67.34563, -17.05, -0.003920317, 88.44, 0.705657
0.02, 67.34561, -17.05, -0.01105732, 88.44, 1.28466
0.0810339, 67.34552, -17.05001, -0.04826957, 88.43999, 2.194913
0.1233078, 67.34547, -17.05002, -0.07274878, 88.43999, 2.084623
0.1745086, 67.34529, -17.05003, -0.08133501, 88.43998, 0.6037118
0.2211176, 67.34519, -17.05003, -0.06718516, 88.43996, 1.092911
0.267289, 67.34549, -17.04997, -0.05381989, 88.43998, 1.042105
0.3021058, 67.34593, -17.04989, -0.04717046, 88.44002, 0.6876017
0.3366078, 67.34612, -17.04987, -0.04712856, 88.44003, 0.005230097
0.3723106, 67.34626, -17.04986, -0.05186999, 88.44005, 0.4780926
0.4022933, 67.34607, -17.04989, -0.05869561, 88.44004, 0.8195536
0.4340292, 67.34586, -17.0499, -0.06137371, 88.44003, 0.3037992
0.4668964, 67.34536, -17.04993, -0.06368721, 88.44, 0.2534424
0.497826, 67.34515, -17.04994, -0.06331354, 88.43999, 0.04354212
0.5300281, 67.34501, -17.04995, -0.06062704, 88.43997, 0.3003412
0.5623551, 67.34527, -17.04994, -0.05748206, 88.43997, 0.3502344
0.5947625, 67.34549, -17.04992, -0.05639207, 88.43998, 0.1210944
0.6280966, 67.34592, -17.04989, -0.05570453, 88.44, 0.07437618
0.6619193, 67.34618, -17.04987, -0.05665976, 88.44002, 0.1017188
0.6974902, 67.34621, -17.04986, -0.05742109, 88.44002, 0.07705529
0.7349726, 67.34608, -17.04985, -0.05879301, 88.44001, 0.1317714
0.7734597, 67.34579, -17.04985, -0.0593881, 88.44, 0.05566826
0.8151997, 67.34551, -17.04985, -0.05913997, 88.43999, 0.02144407
0.8567584, 67.34538, -17.04986, -0.05847842, 88.43998, 0.05731134
0.8902991, 67.34545, -17.04986, -0.0579164, 88.43998, 0.06032344
0.9238162, 67.34566, -17.04986, -0.05773193, 88.43998, 0.01981421
0.9566598, 67.34575, -17.04986, -0.05778056, 88.43998, 0.005335261
0.9898005, 67.34583, -17.04986, -0.0578928, 88.43998, 0.01219366
1.022002, 67.34583, -17.04986, -0.0578928, 88.43998, 0
1.055385, 67.34583, -17.04986, -0.0578928, 88.43998, 0
1.088608, 67.34583, -17.04986, -0.0578928, 88.43998, 0
1.124258, 67.34583, -17.04986, -0.0578928, 88.43998, 0
1.158756, 67.34583, -17.04986, -0.0578928, 88.43998, 0
1.195548, 67.34583, -17.04986, -0.0578928, 88.43998, 0
1.228467, 67.34583, -17.04986, -0.0578928, 88.43998, 0
1.26155, 67.34583, -17.04986, -0.0578928, 88.43998, 0
1.295263, 67.34583, -17.04986, -0.0578928, 88.43998, 0
1.330624, 67.34583, -17.04986, -0.0578928, 88.43998, 0
1.3753, 67.34583, -17.04986, -0.0578928, 88.43998, 0
1.415226, 67.34583, -17.04986, -0.0578928, 88.43998, 0
1.463147, 67.34583, -17.04986, -0.0578928, 88.43998, 0
1.508968, 67.34583, -17.04986, -0.0578928, 88.43998, 0
1.543685, 67.34583, -17.04986, -0.0578928, 88.43998, 0
1.577193, 67.34583, -17.04986, -0.0578928, 88.43998, 0
1.608508, 67.34583, -17.04986, -0.0578928, 88.43998, 0
1.639771, 67.34583, -17.04986, -0.0578928, 88.43998, 0
1.672991, 67.34583, -17.04986, -0.0578928, 88.43998, 0
1.716053, 67.34583, -17.04986, -0.0578928, 88.43998, 0
1.756738, 67.34583, -17.04986, -0.0578928, 88.43998, 0
1.797398, 67.34583, -17.04986, -0.0578928, 88.43998, 0
1.835427, 67.34583, -17.04986, -0.0578928, 88.43998, 0
1.869115, 67.34583, -17.04986, -0.0578928, 88.43998, 0
1.901984, 67.34583, -17.04986, -0.0578928, 88.43998, 0
1.933748, 67.34583, -17.04986, -0.0578928, 88.43998, 0
1.966677, 67.34583, -17.04986, -0.0578928, 88.43998, 0
1.999138, 67.34583, -17.04986, -0.0578928, 88.43998, 0
2.032202, 67.34583, -17.04986, -0.0578928, 88.43998, 0
2.064837, 67.34583, -17.04986, -0.0578928, 88.43998, 0
