X,Y
-229.8296,-0.05803598
-229.8223,-0.05801082
-229.8139,-0.05787919
-229.8083,-0.05793173
-229.7965,-0.05786542
-229.7484,-0.05801331
-229.7475,-0.05787895
-229.7429,-0.05799517
-229.7244,-0.05794451
-229.7026,-0.05807637
-229.7018,-0.05793149
-229.6829,-0.05790937
-229.66685,-0.05799271
-229.6575,-0.05794679
-229.6544,-0.05803273
-229.6536,-0.05772964
-229.6044,-0.05777733
-229.589,-0.05797906
-229.578,-0.05781144
-229.5755,-0.05785387
-229.5716,-0.05785048
-229.559,-0.05792856
-229.5521,-0.05801719
-229.5362,-0.05807171
-229.5169,-0.05794071
-229.4978,-0.057976
-229.4971,-0.0577815
-229.4847,-0.0580243
-229.4653,-0.05782047
-229.4565,-0.0580449
-229.4548,-0.0578515
-229.4345,-0.05788182
-229.424,-0.05814577
-229.4183,-0.05804006
-229.4137,-0.05784294
-229.4127,-0.05787844
-229.3907,-0.05793601
-229.3777,-0.05796589
-229.3647,-0.05785558
-229.3592,-0.05790416
-229.3359,-0.05785198
-229.3237,-0.058037
-229.2891,-0.05803046
-229.2809,-0.05794672
-229.277,-0.05788258
-229.2695,-0.05804659
-229.2567,-0.05815906
-229.2489,-0.05789946
-229.2438,-0.05790523
-229.2213,-0.05793201
-229.2055,-0.05785538
-229.2034,-0.05800259
-229.1925,-0.05790101
-229.1879,-0.05788792
-229.1841,-0.05799764
-229.1787,-0.05793516
-229.1588,-0.05802516
-229.1351,-0.05804029
-229.1259,-0.05793976
-229.1007,-0.05798087
-229.0953,-0.05795053
-229.0926,-0.05786012
-229.0854,-0.05790475
-229.051,-0.05793697
-229.0259,-0.05800618
-229.0244,-0.05794303
-229.0203,-0.05787402
-228.96925,-0.057954305
-228.9652,-0.05787682
-228.9642,-0.05797153
-228.9562,-0.05803434
-228.9368,-0.05798092
-228.9344,-0.05806627
-228.9227,-0.05803978
-228.8948,-0.05787098
-228.8914,-0.05804764
-228.884,-0.05793925
-228.8824,-0.05790343
-228.8723,-0.05790779
-228.8672,-0.05796474
-228.8521,-0.05784636
-228.8284,-0.05798029
-228.8144,-0.05794421
-228.8121,-0.05787344
-228.784,-0.05801369
-228.7829,-0.05797943
-228.7737,-0.05798936
-228.7693,-0.05793003
-228.7557,-0.05809857
-228.7295,-0.05783549
-228.7157,-0.05796102
-228.7125,-0.05792813
-228.712,-0.05810222
-228.7034,-0.05787629
-228.6868,-0.05787773
-228.6859,-0.05792342
-228.6586,-0.05795155
-228.6293,-0.05774557
-228.6151,-0.05802876
-228.6062,-0.05782492
-228.5611,-0.05797325
-228.548,-0.05788821
-228.5195,-0.05789302
-228.5129,-0.05805385
-228.5087,-0.05799941
-228.4999,-0.05770995
-228.4941,-0.05792243
-228.4561,-0.05804788
-228.4503,-0.05798068
-228.4493,-0.057845
-228.4405,-0.057978
-228.4385,-0.05820365
-228.4264,-0.05813943
-228.399,-0.05808078
-228.394,-0.05787903
-228.3809,-0.0580294
-228.3725,-0.05786508
-228.3712,-0.0579906
-228.362,-0.05782685
-228.3569,-0.05787766
-228.3406,-0.0579705
-228.3299,-0.05789975
-228.2721,-0.05782614
-228.2643,-0.05796746
-228.2614,-0.05812067
-228.2424,-0.05803046
-228.2385,-0.05787532
-228.2375,-0.05802311
-228.2335,-0.05773197
-228.2093,-0.05806229
-228.1895,-0.05791919
-228.185,-0.05797404
-228.1377,-0.05807801
-228.1331,-0.05781046
-228.1314,-0.05806517
-228.1295,-0.05802042
-228.1233,-0.05779098
-228.12,-0.05788081
-228.1023,-0.05777844
-228.0939,-0.05794176
-228.0913,-0.05795304
-228.0807,-0.05802927
-228.0498,-0.05788138
-228.0338,-0.05793376
-228.0267,-0.05791992
-227.9953,-0.05792535
-227.9943,-0.05789216
-227.9746,-0.05808046
-227.9728,-0.05802324
-227.9408,-0.05806967
-227.9323,-0.05790717
-227.9314,-0.05802056
-227.9247,-0.05791815
-227.9164,-0.05794658
-227.8992,-0.05788336
-227.8668,-0.05806687
-227.8662,-0.05790687
-227.8658,-0.05797996
-227.8561,-0.05781386
-227.8365,-0.05790998
-227.8283,-0.05790046
-227.8123,-0.05788531
-227.7975,-0.05785321
-227.7666,-0.057944
-227.7648,-0.05795839
-227.7569,-0.05801475
-227.7495,-0.05799171
-227.7196,-0.05783409
-227.7081,-0.05798757
-227.7042,-0.05796941
-227.6961,-0.05803818
-227.6716,-0.05787388
-227.6536,-0.058035
-227.6524,-0.05800382
-227.6307,-0.05791512
-227.6229,-0.05800322
-227.6221,-0.05781559
-227.6028,-0.05790508
-227.5726,-0.05795103
-227.5556,-0.05807404
-227.5375,-0.05785542
-227.5289,-0.05807699
-227.4937,-0.05795053
-227.4899,-0.05798719
-227.4477,-0.05796947
-227.4424,-0.05788778
-227.4372,-0.05803521
-227.4342,-0.05795962
-227.4318,-0.05784731
-227.4002,-0.05796327
-227.3898,-0.05790221
