X,Y
-256.9933,-0.0580053
-256.9904,-0.05796603
-256.9895,-0.05837221
-256.9815,-0.05785979
-256.9803,-0.05786834
-256.9747,-0.0580295
-256.9737,-0.05790564
-256.9725,-0.05791685
-256.966,-0.05804508
-256.9649,-0.05795255
-256.9627,-0.05810925
-256.9539,-0.057866
-256.9448,-0.05799362
-256.9438,-0.05788413
-256.937,-0.05785837
-256.9319,-0.0579894
-256.9295,-0.05789446
-256.9278,-0.05820445
-256.9264,-0.05786743
-256.9225,-0.05795586
-256.9169,-0.05799374
-256.9152,-0.05772404
-256.9069,-0.0579798
-256.9067,-0.05791603
-256.9005,-0.05808141
-256.899,-0.05791688
-256.8967,-0.05798014
-256.8824,-0.05788235
-256.8756,-0.05791596
-256.8728,-0.0580513
-256.8721,-0.0578597
-256.8699,-0.05802296
-256.8692,-0.05770377
-256.8644,-0.05775991
-256.8585,-0.05797038
-256.8557,-0.05794275
-256.8529,-0.05784571
-256.8515,-0.05754019
-256.841,-0.05792292
-256.8394,-0.05803532
-256.8366,-0.0579315
-256.8328,-0.05787016
-256.8271,-0.05801076
-256.8253,-0.05795746
-256.8236,-0.05771408
-256.8208,-0.05788517
-256.8187,-0.05797046
-256.8153,-0.05809013
-256.8143,-0.05797995
-256.8131,-0.05784689
-256.8126,-0.05794289
-256.8099,-0.05796613
-256.7986,-0.05796846
-256.7914,-0.05794816
-256.7779,-0.05775914
-256.7744,-0.05793899
-256.7721,-0.05793506
-256.7683,-0.0578443
-256.7677,-0.05805659
-256.7586,-0.05814177
-256.7551,-0.05785143
-256.7494,-0.05797377
-256.7353,-0.05809055
-256.7331,-0.05790164
-256.7295,-0.05804635
-256.7287,-0.05803439
-256.7272,-0.05796272
-256.7217,-0.05800885
-256.7212,-0.05795152
-256.7191,-0.05794982
-256.7133,-0.05794855
-256.7127,-0.05762838
-256.7122,-0.05786511
-256.6994,-0.05817022
-256.6953,-0.057881
-256.6933,-0.05791168
-256.691,-0.05794811
-256.6881,-0.05799549
-256.686,-0.0578509
-256.6851,-0.05791905
-256.6844,-0.05785362
-256.6788,-0.05801629
-256.6714,-0.05800558
-256.6694,-0.05800397
-256.6656,-0.0579629
-256.6623,-0.05798243
-256.6494,-0.05791609
-256.6388,-0.05798216
-256.6371,-0.05800484
-256.6369,-0.05781431
-256.6364,-0.05770982
-256.6309,-0.05796285
-256.6287,-0.05792878
-256.6276,-0.0580189
-256.62,-0.05799549
-256.6181,-0.05805534
-256.6114,-0.05797736
-256.6095,-0.05803075
-256.6038,-0.05772262
-256.5957,-0.05800404
-256.5883,-0.05779947
-256.588,-0.05807123
-256.5857,-0.05788188
-256.5805,-0.05814417
-256.5757,-0.05796525
-256.573,-0.05800859
-256.5708,-0.05800066
-256.5612,-0.05795441
-256.5591,-0.0580776
-256.5578,-0.05799066
-256.5558,-0.05809836
-256.5487,-0.0579948
-256.539,-0.05798211
-256.5388,-0.0578057
-256.5363,-0.05781703
-256.5311,-0.05801558
-256.5211,-0.05791908
-256.5193,-0.05789617
-256.5179,-0.05810859
-256.5147,-0.05790192
-256.5144,-0.05795613
-256.5037,-0.05804833
-256.4965,-0.05797522
-256.4959,-0.05796624
-256.489,-0.05782858
-256.4872,-0.05794505
-256.4726,-0.05806492
-256.4712,-0.05810245
-256.4677,-0.05790593
-256.4616,-0.05793379
-256.4561,-0.05795885
-256.4538,-0.05790365
-256.4526,-0.05802494
-256.4481,-0.05802112
-256.4473,-0.05800268
-256.4426,-0.05807771
-256.4337,-0.05802015
-256.4315,-0.05792277
-256.4298,-0.0579821
-256.4245,-0.05789176
-256.4007,-0.0580372
-256.3965,-0.05790852
-256.3931,-0.05802172
-256.3926,-0.05801974
-256.3912,-0.05802648
-256.3905,-0.05798989
-256.3884,-0.05802422
-256.3797,-0.05801728
-256.3664,-0.05813795
-256.3624,-0.05801582
-256.3622,-0.05799829
-256.3619,-0.05801892
-256.3574,-0.0580205
-256.3542,-0.05791757
-256.3437,-0.05795722
-256.3427,-0.05794495
-256.3375,-0.05793603
-256.3356,-0.05801582
-256.3353,-0.05804052
-256.3299,-0.05800901
-256.3275,-0.05790158
-256.3244,-0.05783239
-256.3232,-0.05800513
-256.3206,-0.05794875
-256.3171,-0.05798964
-256.3017,-0.05798133
-256.3013,-0.05811885
-256.3009,-0.05781426
-256.2991,-0.05792281
-256.2935,-0.05786428
-256.2925,-0.05799665
-256.2924,-0.05803292
-256.2883,-0.05778889
-256.2859,-0.05796086
-256.2673,-0.05797752
-256.2576,-0.05797654
-256.2522,-0.05797871
-256.2507,-0.05799466
-256.2443,-0.05793228
-256.2416,-0.05779844
-256.2364,-0.05808515
-256.2347,-0.05796902
-256.2274,-0.05800842
-256.2221,-0.05803137
-256.215,-0.05774656
-256.204,-0.05802928
-256.2033,-0.05793785
-256.1929,-0.05794564
-256.19,-0.05774679
-256.1885,-0.05797456
-256.1842,-0.05800096
-256.183,-0.05796332
-256.1792,-0.05801882
-256.1769,-0.0577564
-256.176,-0.05780786
-256.1744,-0.05783942
-256.1738,-0.05805519
-256.1701,-0.05804983
-256.1697,-0.05798885
-256.1624,-0.05792454
-256.1581,-0.05800375
-256.1506,-0.05795176
-256.1504,-0.05801615
-256.1406,-0.05789419
-256.1312,-0.05794664
-256.1309,-0.05796415
-256.1303,-0.05788866
-256.1302,-0.05794612
-256.1205,-0.05794415
-256.1148,-0.05802069
-256.1072,-0.058064
-256.1045,-0.05789385
-256.1043,-0.05801309
