Time, Distance, CarPositionX, CarPositionY, CarPositionZ, Speed
0, 67.34563, -17.05, -0.003920317, 88.44, 0.705657
0.02, 67.34561, -17.05, -0.01105732, 88.44, 1.28466
0.1385596, 67.34547, -17.05002, -0.07274878, 88.43999, 1.873229
0.2384814, 67.34519, -17.05003, -0.06718516, 88.43996, 0.2004503
0.3387102, 67.34612, -17.04987, -0.04712856, 88.44003, 0.7204167
0.4311247, 67.34586, -17.0499, -0.06137371, 88.44003, 0.5549206
0.5236125, 67.34501, -17.04995, -0.06062704, 88.43997, 0.02921927
0.6141578, 67.34572, -17.04991, -0.0557977, 88.43999, 0.1920206
0.704619, 67.34618, -17.04985, -0.05817235, 88.44002, 0.09452998
0.7955493, 67.34563, -17.04985, -0.05934954, 88.43999, 0.04661479
0.8926114, 67.34545, -17.04986, -0.0579164, 88.43998, 0.05315864
0.9898357, 67.34583, -17.04986, -0.0578928, 88.43998, 0.0008853234
1.082964, 67.34583, -17.04986, -0.0578928, 88.43998, 0
1.175227, 67.34583, -17.04986, -0.0578928, 88.43998, 0
1.264936, 67.34583, -17.04986, -0.0578928, 88.43998, 0
1.356877, 67.34583, -17.04986, -0.0578928, 88.43998, 0
1.446526, 67.34583, -17.04986, -0.0578928, 88.43998, 0
1.534625, 67.34583, -17.04986, -0.0578928, 88.43998, 0
1.627654, 67.34583, -17.04986, -0.0578928, 88.43998, 0
1.719589, 67.34583, -17.04986, -0.0578928, 88.43998, 0
1.80647, 67.34583, -17.04986, -0.0578928, 88.43998, 0
1.89281, 67.34583, -17.04986, -0.0578928, 88.43998, 0
2.001822, 67.34583, -17.04986, -0.0578928, 88.43998, 0
2.113222, 67.34583, -17.04986, -0.0578928, 88.43998, 0
2.215544, 67.34583, -17.04986, -0.0578928, 88.43998, 0
2.298647, 67.34583, -17.04986, -0.0578928, 88.43998, 0
2.375721, 67.34583, -17.04986, -0.0578928, 88.43998, 0
2.455598, 67.34583, -17.04986, -0.0578928, 88.43998, 0
2.537673, 67.34583, -17.04986, -0.0578928, 88.43998, 0
2.615606, 67.34583, -17.04986, -0.0578928, 88.43998, 0
2.695046, 67.34583, -17.04986, -0.0578928, 88.43998, 0
2.770538, 67.34583, -17.04986, -0.0578928, 88.43998, 0
2.848002, 67.34583, -17.04986, -0.0578928, 88.43998, 0
2.925421, 67.34583, -17.04986, -0.0578928, 88.43998, 0
3.001673, 67.34583, -17.04986, -0.0578928, 88.43998, 0
3.080763, 67.34583, -17.04986, -0.0578928, 88.43998, 0
3.159116, 67.34583, -17.04986, -0.0578928, 88.43998, 0
3.23597, 67.34583, -17.04986, -0.0578928, 88.43998, 0
3.313442, 67.34583, -17.04986, -0.0578928, 88.43998, 0
3.391459, 67.34583, -17.04986, -0.0578928, 88.43998, 0
3.468168, 67.34583, -17.04986, -0.0578928, 88.43998, 0
3.544658, 67.34583, -17.04986, -0.0578928, 88.43998, 0
3.622237, 67.34583, -17.04986, -0.0578928, 88.43998, 0
3.698507, 67.34583, -17.04986, -0.0578928, 88.43998, 0
3.776042, 67.34583, -17.04986, -0.0578928, 88.43998, 0
3.853761, 67.34583, -17.04986, -0.0578928, 88.43998, 0
3.930312, 67.34583, -17.04986, -0.0578928, 88.43998, 0
4.007204, 67.34583, -17.04986, -0.0578928, 88.43998, 0
4.086508, 67.34583, -17.04986, -0.0578928, 88.43998, 0
4.164273, 67.34583, -17.04986, -0.0578928, 88.43998, 0
4.241008, 67.33967, -17.04987, -0.0584757, 88.44888, 0.4182415
4.333529, 38.89659, -17.04988, -0.05829302, 88.46799, 0.7436734
4.411364, 39.26344, -17.04991, -0.05808473, 88.49915, 1.441167
4.487226, 39.556, -17.04995, -0.05817574, 88.54204, 2.03546
4.56536, 39.82891, -17.05, -0.05825732, 88.59634, 2.502112
4.645694, 40.09842, -17.05009, -0.05822742, 88.66432, 3.04629
4.727232, 40.36382, -17.05033, -0.05820582, 88.7468, 3.641326
4.813088, 40.62244, -17.05086, -0.05822719, 88.8419, 3.987686
4.902138, 40.86047, -17.05203, -0.0582535, 88.98048, 5.602843
