Time, Distance, CarPositionX, CarPositionY, CarPositionZ, Speed
0, 67.34563, -17.05, -0.003920317, 88.44, 0.705657
0.02, 67.34561, -17.05, -0.01105732, 88.44, 1.28466
0.1475477, 67.3454, -17.05002, -0.0793246, 88.43999, 1.926826
0.2523202, 67.3453, -17.05, -0.06003433, 88.43997, 0.6628173
0.3682845, 67.34626, -17.04986, -0.05186999, 88.44005, 0.2535032
0.5011952, 67.34503, -17.04995, -0.06218773, 88.43998, 0.2794808
0.6092651, 67.34572, -17.04991, -0.0557977, 88.43999, 0.2128686
0.7059652, 67.34618, -17.04985, -0.05817235, 88.44002, 0.08843109
0.8029753, 67.34551, -17.04985, -0.05913997, 88.43999, 0.03592585
0.8949225, 67.34545, -17.04986, -0.0579164, 88.43998, 0.04790796
0.9838335, 67.34583, -17.04986, -0.0578928, 88.43998, 0.0009681024
1.080524, 67.34583, -17.04986, -0.0578928, 88.43998, 0
1.178389, 67.34583, -17.04986, -0.0578928, 88.43998, 0
1.275243, 67.34583, -17.04986, -0.0578928, 88.43998, 0
1.373016, 67.34583, -17.04986, -0.0578928, 88.43998, 0
1.462796, 67.34583, -17.04986, -0.0578928, 88.43998, 0
1.550486, 67.34583, -17.04986, -0.0578928, 88.43998, 0
1.654956, 67.34583, -17.04986, -0.0578928, 88.43998, 0
1.761409, 67.34583, -17.04986, -0.0578928, 88.43998, 0
1.852334, 67.34583, -17.04986, -0.0578928, 88.43998, 0
1.942346, 67.34583, -17.04986, -0.0578928, 88.43998, 0
2.031594, 67.34583, -17.04986, -0.0578928, 88.43998, 0
2.117678, 67.34583, -17.04986, -0.0578928, 88.43998, 0
2.202664, 67.34583, -17.04986, -0.0578928, 88.43998, 0
2.287298, 67.34583, -17.04986, -0.0578928, 88.43998, 0
2.37306, 67.34583, -17.04986, -0.0578928, 88.43998, 0
2.459948, 67.34583, -17.04986, -0.0578928, 88.43998, 0
2.545855, 67.34583, -17.04986, -0.0578928, 88.43998, 0
2.631366, 67.34583, -17.04986, -0.0578928, 88.43998, 0
2.719428, 67.34583, -17.04986, -0.0578928, 88.43998, 0
2.805327, 67.34583, -17.04986, -0.0578928, 88.43998, 0
2.89183, 67.34583, -17.04986, -0.0578928, 88.43998, 0
2.974458, 67.34583, -17.04986, -0.0578928, 88.43998, 0
3.058407, 67.34583, -17.04986, -0.0578928, 88.43998, 0
3.143243, 67.34583, -17.04986, -0.0578928, 88.43998, 0
3.228111, 67.34583, -17.04986, -0.0578928, 88.43998, 0
3.312884, 67.34583, -17.04986, -0.0578928, 88.43998, 0
3.400993, 67.34583, -17.04986, -0.0578928, 88.43998, 0
3.482642, 67.34583, -17.04986, -0.0578928, 88.43998, 0
3.565233, 67.34583, -17.04986, -0.0578928, 88.43998, 0
3.652568, 67.34583, -17.04986, -0.0578928, 88.43998, 0
3.73949, 67.34583, -17.04986, -0.0578928, 88.43998, 0
3.824285, 67.34583, -17.04986, -0.0578928, 88.43998, 0
3.910696, 67.34583, -17.04986, -0.0578928, 88.43998, 0
3.99514, 67.34583, -17.04986, -0.0578928, 88.43998, 0
4.080367, 67.34583, -17.04986, -0.0578928, 88.43998, 0
4.168522, 67.34583, -17.04986, -0.0578928, 88.43998, 0
4.257266, 67.34308, -17.04986, -0.05849747, 88.44401, 0.1652455
4.362624, 38.95245, -17.04991, -0.05817257, 88.46271, 0.6390481
4.448731, 39.38272, -17.05, -0.05810717, 88.48378, 0.8810163
4.532467, 39.72302, -17.05015, -0.05823608, 88.51145, 1.189702
4.61765, 40.04454, -17.0504, -0.05826854, 88.54737, 1.518051
4.703192, 40.35059, -17.05088, -0.05820609, 88.60677, 2.50002
4.79093, 40.65797, -17.05148, -0.05820405, 88.66525, 2.399295
4.87613, 40.96259, -17.05257, -0.05822758, 88.73618, 2.997743
4.96081, 41.2267, -17.0551, -0.05824, 88.83997, 4.413733
5.045749, 41.49548, -17.05836, -0.05826349, 88.93475, 4.01948
5.130408, 41.75449, -17.06314, -0.05825907, 89.04099, 4.522209
5.217209, 42.00144, -17.06927, -0.05823736, 89.15881, 4.892788
